Sr. No,Semester,Course Code,Course Title,Credit Hours,Grade,Grade Point,SGPA,CGPA,Warning
190,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
190,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
190,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
191,Fall,SS101,English Language,3,B+,3.33,2.25,2.25,0
191,Fall,SL101,English Language Lab,1,B,3,2.25,2.25,0
191,Fall,MT104,Linear Algebra,3,D+,1.33,2.25,2.25,0
191,Fall,EE182,Basic Electronics,3,C,2,2.25,2.25,0
191,Fall,MT119,Calculus and Analytical Geometry,3,B+,3.33,2.25,2.25,0
191,Fall,CL118,Programming Fundamentals - Lab,1,D+,1.33,2.25,2.25,0
191,Fall,CS118,Programming Fundamentals,3,D+,1.33,2.25,2.25,0
191,Spring,CL217,Computer Programming Lab,1,F,0,1.74,2,0
191,Spring,EE227,Digital Logic Design,3,C,2,1.74,2,0
191,Spring,SS122,English Composition,3,B-,2.67,1.74,2,0
191,Spring,EL227,Digital Logic Design - Lab,1,C-,1.67,1.74,2,0
191,Spring,CS217,Computer Programming,3,F,0,1.74,2,0
191,Spring,SS111,Islamic and Religious Studies,3,B+,3.33,1.74,2,0
191,Spring,MT224,Differential Equations (Cal II),3,D+,1.33,1.74,2,0
191,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
191,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
191,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
191,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
191,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
191,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
191,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
191,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
192,Fall,MT104,Linear Algebra,3,C+,2.33,3.29,3.29,0
192,Fall,SL101,English Language Lab,1,A+,4,3.29,3.29,0
192,Fall,CL118,Programming Fundamentals - Lab,1,A+,4,3.29,3.29,0
192,Fall,MT119,Calculus and Analytical Geometry,3,C+,2.33,3.29,3.29,0
192,Fall,EE182,Basic Electronics,3,B+,3.33,3.29,3.29,0
192,Fall,CS118,Programming Fundamentals,3,A+,4,3.29,3.29,0
192,Fall,SS101,English Language,3,A,4,3.29,3.29,0
192,Fall,CS201,Data Structures,3,A,4,3.52,3.21,0
192,Spring,MT224,Differential Equations (Cal II),3,D,1,2.85,3.07,0
192,Spring,SS111,Islamic and Religious Studies,3,B-,2.67,2.85,3.07,0
192,Spring,CS217,Computer Programming,3,A-,3.67,2.85,3.07,0
192,Spring,CL217,Computer Programming Lab,1,A-,3.67,2.85,3.07,0
192,Spring,SS122,English Composition,3,A,4,2.85,3.07,0
192,Spring,EE227,Digital Logic Design,3,B-,2.67,2.85,3.07,0
192,Spring,EL227,Digital Logic Design - Lab,1,B-,2.67,2.85,3.07,0
192,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
192,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
192,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
192,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
192,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
192,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
192,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
193,Fall,MT119,Calculus and Analytical Geometry,3,D,1,2.18,2.18,0
193,Fall,EE182,Basic Electronics,3,C+,2.33,2.18,2.18,0
193,Fall,CL118,Programming Fundamentals - Lab,1,C+,2.33,2.18,2.18,0
193,Fall,MT104,Linear Algebra,3,D+,1.33,2.18,2.18,0
193,Fall,SS101,English Language,3,A,4,2.18,2.18,0
193,Fall,SL101,English Language Lab,1,A-,3.67,2.18,2.18,0
193,Fall,CS118,Programming Fundamentals,3,C-,1.67,2.18,2.18,0
193,Fall,CS201,Data Structures,3,W,0,3.55,2.55,0
193,Spring,EL227,Digital Logic Design - Lab,1,B,3,2.1,2.14,0
193,Spring,MT224,Differential Equations (Cal II),3,F,0,2.1,2.14,0
193,Spring,SS122,English Composition,3,A+,4,2.1,2.14,0
193,Spring,CS217,Computer Programming,3,C,2,2.1,2.14,0
193,Spring,EE227,Digital Logic Design,3,D,1,2.1,2.14,0
193,Spring,CL217,Computer Programming Lab,1,B-,2.67,2.1,2.14,0
193,Spring,SS111,Islamic and Religious Studies,3,B,3,2.1,2.14,0
193,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
193,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
193,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
193,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
193,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
193,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
193,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
194,Fall,MT104,Linear Algebra,3,D+,1.33,1.53,1.53,0
194,Fall,EE182,Basic Electronics,3,F,0,1.53,1.53,0
194,Fall,SL101,English Language Lab,1,B,3,1.53,1.53,0
194,Fall,CL118,Programming Fundamentals - Lab,1,F,0,1.53,1.53,0
194,Fall,MT119,Calculus and Analytical Geometry,3,D,1,1.53,1.53,0
194,Fall,CS118,Programming Fundamentals,3,C-,1.67,1.53,1.53,0
194,Fall,SS101,English Language,3,A-,3.67,1.53,1.53,0
194,Spring,SS113,Pakistan Studies,3,B,3,2.11,2.25,0
194,Spring,MT119,Calculus and Analytical Geometry,3,C+,2.33,2.11,2.25,0
194,Spring,EE182,Basic Electronics,3,D,1,2.11,2.25,0
194,Spring,SS122,English Composition,3,B-,2.67,2.11,2.25,0
194,Spring,CL118,Programming Fundamentals - Lab,1,C-,1.67,2.11,2.25,0
194,Spring,CS118,Programming Fundamentals,3,C-,1.67,2.11,2.25,0
194,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
194,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
194,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
194,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
194,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
194,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
194,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
194,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
194,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
194,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
194,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
194,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
194,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
195,Fall,EE182,Basic Electronics,3,B+,3.33,3.76,3.76,0
195,Fall,SS101,English Language,3,A,4,3.76,3.76,0
195,Fall,SL101,English Language Lab,1,B,3,3.76,3.76,0
195,Fall,MT104,Linear Algebra,3,A+,4,3.76,3.76,0
195,Fall,CS118,Programming Fundamentals,3,A+,4,3.76,3.76,0
195,Fall,MT119,Calculus and Analytical Geometry,3,A-,3.67,3.76,3.76,0
195,Fall,CL118,Programming Fundamentals - Lab,1,A+,4,3.76,3.76,0
195,Fall,CS201,Data Structures,3,B+,3.33,3.27,3.25,0
195,Spring,SS122,English Composition,3,B+,3.33,2.71,3.24,0
195,Spring,EL227,Digital Logic Design - Lab,1,C-,1.67,2.71,3.24,0
195,Spring,CS217,Computer Programming,3,B-,2.67,2.71,3.24,0
195,Spring,EE227,Digital Logic Design,3,B+,3.33,2.71,3.24,0
195,Spring,CL217,Computer Programming Lab,1,B+,3.33,2.71,3.24,0
195,Spring,MT224,Differential Equations (Cal II),3,B-,2.67,2.71,3.24,0
195,Spring,SS111,Islamic and Religious Studies,3,C-,1.67,2.71,3.24,0
195,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
195,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
195,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
195,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
195,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
195,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
195,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
196,Fall,SL101,English Language Lab,1,A,4,2.51,2.51,0
196,Fall,EE182,Basic Electronics,3,C-,1.67,2.51,2.51,0
196,Fall,CL118,Programming Fundamentals - Lab,1,B-,2.67,2.51,2.51,0
196,Fall,SS101,English Language,3,A-,3.67,2.51,2.51,0
196,Fall,MT104,Linear Algebra,3,C,2,2.51,2.51,0
196,Fall,MT119,Calculus and Analytical Geometry,3,C,2,2.51,2.51,0
196,Fall,CS118,Programming Fundamentals,3,B-,2.67,2.51,2.51,0
196,Spring,SS113,Pakistan Studies,3,W,0,0,2.51,0
196,Spring,SS122,English Composition,3,W,0,0,2.51,0
196,Spring,MT224,Differential Equations (Cal II),3,W,0,0,2.51,0
196,Spring,CL217,Computer Programming Lab,1,W,0,0,2.51,0
196,Spring,CS217,Computer Programming,3,W,0,0,2.51,0
196,Spring,EL227,Digital Logic Design - Lab,1,W,0,0,2.51,0
196,Spring,EE227,Digital Logic Design,3,W,0,0,2.51,0
196,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
196,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
196,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
196,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
196,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
196,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
196,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
196,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
197,Fall,SL101,English Language Lab,1,F,0,0,0,1
197,Fall,MT104,Linear Algebra,3,FA,0,0,0,1
197,Fall,CL118,Programming Fundamentals - Lab,1,F,0,0,0,1
197,Fall,MT119,Calculus and Analytical Geometry,3,FA,0,0,0,1
197,Fall,EE182,Basic Electronics,3,FA,0,0,0,1
197,Fall,SS101,English Language,3,FA,0,0,0,1
197,Fall,CS118,Programming Fundamentals,3,FA,0,0,0,1
197,Unknown,SS122,English Composition,3,UK,-1,0,0,0
197,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
197,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
197,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
197,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
197,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
197,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
197,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
197,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
197,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
197,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
197,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
197,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
197,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
197,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
198,Fall,CL118,Programming Fundamentals - Lab,1,F,0,1,1,0
198,Fall,SS111,Islamic and Religious Studies,3,D+,1.33,1,1,0
198,Fall,MT104,Linear Algebra,3,D,1,1,1,0
198,Fall,CS118,Programming Fundamentals,3,F,0,1,1,0
198,Fall,EE182,Basic Electronics,3,B,3,1,1,0
198,Spring,EE227,Digital Logic Design,3,C+,2.33,1.86,1.75,0
198,Spring,CL118,Programming Fundamentals - Lab,1,F,0,1.86,1.75,0
198,Spring,CS118,Programming Fundamentals,3,F,0,1.86,1.75,0
198,Spring,MT104,Linear Algebra,3,A-,3.67,1.86,1.75,0
198,Spring,EL227,Digital Logic Design - Lab,1,D,1,1.86,1.75,0
198,Spring,SS111,Islamic and Religious Studies,3,C+,2.33,1.86,1.75,0
198,Unknown,MT119,Calculus and Analytical Geometry,3,UK,-1,0,0,0
198,Unknown,SS101,English Language,3,UK,-1,0,0,0
198,Unknown,SL101,English Language Lab,1,UK,-1,0,0,0
198,Unknown,SS122,English Composition,3,UK,-1,0,0,0
198,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
198,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
198,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
198,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
198,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
198,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
198,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
198,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
198,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
198,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
198,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
199,Fall,CL118,Programming Fundamentals - Lab,1,A,4,2.96,2.96,0
199,Fall,SS101,English Language,3,A-,3.67,2.96,2.96,0
199,Fall,MT119,Calculus and Analytical Geometry,3,C+,2.33,2.96,2.96,0
199,Fall,SL101,English Language Lab,1,B+,3.33,2.96,2.96,0
199,Fall,EE182,Basic Electronics,3,B,3,2.96,2.96,0
199,Fall,CS118,Programming Fundamentals,3,B-,2.67,2.96,2.96,0
199,Fall,MT104,Linear Algebra,3,B-,2.67,2.96,2.96,0
199,Fall,CS201,Data Structures,3,C+,2.33,2.1,2.67,0
199,Spring,SS113,Pakistan Studies,3,C+,2.33,2.92,2.94,0
199,Spring,SS122,English Composition,3,B,3,2.92,2.94,0
199,Spring,EE227,Digital Logic Design,3,A-,3.67,2.92,2.94,0
199,Spring,EL227,Digital Logic Design - Lab,1,A-,3.67,2.92,2.94,0
199,Spring,MT224,Differential Equations (Cal II),3,B+,3.33,2.92,2.94,0
199,Spring,CL217,Computer Programming Lab,1,B,3,2.92,2.94,0
199,Spring,CS217,Computer Programming,3,C,2,2.92,2.94,0
199,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
199,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
199,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
199,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
199,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
199,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
199,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
200,Fall,CS118,Programming Fundamentals,3,F,0,0.75,0.75,2
200,Fall,EE182,Basic Electronics,3,F,0,0.75,0.75,2
200,Fall,MT119,Calculus and Analytical Geometry,3,D,1,0.75,0.75,2
200,Fall,MT104,Linear Algebra,3,C-,1.67,0.75,0.75,2
200,Fall,CL118,Programming Fundamentals - Lab,1,F,0,0.75,0.75,2
200,Fall,SL101,English Language Lab,1,C-,1.67,0.75,0.75,2
200,Fall,SS101,English Language,3,D,1,0.75,0.75,2
200,Spring,CL118,Programming Fundamentals - Lab,1,F,0,0.39,0.73,2
200,Spring,MT119,Calculus and Analytical Geometry,3,C-,1.67,0.39,0.73,2
200,Spring,CS118,Programming Fundamentals,3,F,0,0.39,0.73,2
200,Spring,EE182,Basic Electronics,3,F,0,0.39,0.73,2
200,Spring,SS122,English Composition,3,FA,0,0.39,0.73,2
200,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
200,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
200,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
200,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
200,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
200,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
200,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
200,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
200,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
200,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
200,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
200,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
200,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
200,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
201,Fall,MT104,Linear Algebra,3,FA,0,0.53,0.53,2
201,Fall,CL118,Programming Fundamentals - Lab,1,F,0,0.53,0.53,2
201,Fall,SL101,English Language Lab,1,F,0,0.53,0.53,2
201,Fall,MT119,Calculus and Analytical Geometry,3,F,0,0.53,0.53,2
201,Fall,CS118,Programming Fundamentals,3,F,0,0.53,0.53,2
201,Fall,EE182,Basic Electronics,3,FA,0,0.53,0.53,2
201,Fall,SS101,English Language,3,B,3,0.53,0.53,2
201,Spring,CS118,Programming Fundamentals,3,FA,0,0.44,0.8,2
201,Spring,MT119,Calculus and Analytical Geometry,3,FA,0,0.44,0.8,2
201,Spring,CL118,Programming Fundamentals - Lab,1,F,0,0.44,0.8,2
201,Spring,EE182,Basic Electronics,3,F,0,0.44,0.8,2
201,Spring,SS111,Islamic and Religious Studies,3,C+,2.33,0.44,0.8,2
201,Spring,MT104,Linear Algebra,3,F,0,0.44,0.8,2
201,Unknown,SS122,English Composition,3,UK,-1,0,0,0
201,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
201,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
201,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
201,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
201,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
201,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
201,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
201,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
201,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
201,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
201,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
201,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
201,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
202,Fall,EE182,Basic Electronics,3,B-,2.67,2.04,2.04,1
202,Fall,MT104,Linear Algebra,3,C,2,2.04,2.04,1
202,Fall,SS101,English Language,3,C+,2.33,2.04,2.04,1
202,Fall,CS118,Programming Fundamentals,3,D+,1.33,2.04,2.04,1
202,Fall,MT119,Calculus and Analytical Geometry,3,C,2,2.04,2.04,1
202,Fall,SL101,English Language Lab,1,B-,2.67,2.04,2.04,1
202,Fall,CL118,Programming Fundamentals - Lab,1,D,1,2.04,2.04,1
202,Unknown,SS122,English Composition,3,UK,-1,0,0,0
202,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
202,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
202,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
202,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
202,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
202,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
202,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
202,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
202,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
202,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
202,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
202,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
202,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
202,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
203,Fall,CS118,Programming Fundamentals,3,F,0,1.27,1.27,3
203,Fall,MT104,Linear Algebra,3,F,0,1.27,1.27,3
203,Fall,SL101,English Language Lab,1,A-,3.67,1.27,1.27,3
203,Fall,SS101,English Language,3,A,4,1.27,1.27,3
203,Fall,EE182,Basic Electronics,3,D,1,1.27,1.27,3
203,Fall,MT119,Calculus and Analytical Geometry,3,D,1,1.27,1.27,3
203,Fall,CL118,Programming Fundamentals - Lab,1,F,0,1.27,1.27,3
203,Spring,CL118,Programming Fundamentals - Lab,1,F,0,1,1.43,3
203,Spring,MT224,Differential Equations (Cal II),3,F,0,1,1.43,3
203,Spring,EE227,Digital Logic Design,3,F,0,1,1.43,3
203,Spring,SS122,English Composition,3,A,4,1,1.43,3
203,Spring,CS118,Programming Fundamentals,3,F,0,1,1.43,3
203,Spring,EL227,Digital Logic Design - Lab,1,F,0,1,1.43,3
203,Spring,MT104,Linear Algebra,3,C-,1.67,1,1.43,3
203,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
203,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
203,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
203,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
203,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
203,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
203,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
203,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
203,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
203,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
203,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
204,Fall,CS118,Programming Fundamentals,3,C-,1.67,2.51,2.51,0
204,Fall,MT104,Linear Algebra,3,D+,1.33,2.51,2.51,0
204,Fall,SS101,English Language,3,A,4,2.51,2.51,0
204,Fall,MT119,Calculus and Analytical Geometry,3,C+,2.33,2.51,2.51,0
204,Fall,CL118,Programming Fundamentals - Lab,1,A-,3.67,2.51,2.51,0
204,Fall,EE182,Basic Electronics,3,C+,2.33,2.51,2.51,0
204,Fall,SL101,English Language Lab,1,A,4,2.51,2.51,0
204,Spring,SS122,English Composition,3,A,4,1.62,2.12,0
204,Spring,EE227,Digital Logic Design,3,D,1,1.62,2.12,0
204,Spring,SS111,Islamic and Religious Studies,3,C,2,1.62,2.12,0
204,Spring,EL227,Digital Logic Design - Lab,1,F,0,1.62,2.12,0
204,Spring,MT224,Differential Equations (Cal II),3,F,0,1.62,2.12,0
204,Spring,CS217,Computer Programming,3,W,0,1.62,2.12,0
204,Spring,CL217,Computer Programming Lab,1,W,0,1.62,2.12,0
204,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
204,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
204,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
204,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
204,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
204,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
204,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
204,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
205,Fall,SL101,English Language Lab,1,F,0,0,0,1
205,Fall,MT104,Linear Algebra,3,FA,0,0,0,1
205,Fall,CS118,Programming Fundamentals,3,FA,0,0,0,1
205,Fall,CL118,Programming Fundamentals - Lab,1,F,0,0,0,1
205,Fall,SS101,English Language,3,F,0,0,0,1
205,Fall,MT119,Calculus and Analytical Geometry,3,FA,0,0,0,1
205,Fall,EE182,Basic Electronics,3,FA,0,0,0,1
205,Unknown,SS122,English Composition,3,UK,-1,0,0,0
205,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
205,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
205,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
205,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
205,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
205,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
205,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
205,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
205,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
205,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
205,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
205,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
205,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
205,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
206,Fall,MT104,Linear Algebra,3,C-,1.67,2.08,2.08,0
206,Fall,CS118,Programming Fundamentals,3,F,0,2.08,2.08,0
206,Fall,EE182,Basic Electronics,3,C+,2.33,2.08,2.08,0
206,Fall,SS101,English Language,3,A-,3.67,2.08,2.08,0
